time,time,time,solar_irradiance
2017,12,26,1.4969064693
2017,12,27,1.6584020717
2017,12,28,0.916358137
2017,12,29,0.8770993540500001
2017,12,30,0.59455508365
2017,12,31,0.745003248775
2018,1,1,1.049221558525
2018,1,2,0.9720748334
2018,1,3,1.6377226667
2018,1,4,0.182277947775
2018,1,5,0.371021146825
2018,1,6,0.980139295975
2018,1,7,2.046924032475
2018,1,8,0.763471898875
2018,1,9,0.99067451375
2018,1,10,2.1921963907
2018,1,11,0.66462425915
2018,1,12,0.8663236471
2018,1,13,0.52840722975
2018,1,14,0.5487432357500001
2018,1,15,1.243441234825
2018,1,16,0.857953501775
2018,1,17,0.4343308555
2018,1,18,1.40475294965
2018,1,19,1.41117263175
2018,1,20,0.925797750225
2018,1,21,2.4654225806
2018,1,22,2.4341421635000002
2018,1,23,0.32305199305
2018,1,24,1.8543288197
2018,1,25,1.817414748825
2018,1,26,2.7616028654
2018,1,27,0.913770316875
2018,1,28,0.908384400525
2018,1,29,1.3693323116
2018,1,30,0.8496846849
2018,1,31,3.005174737725
2018,2,1,0.51421095735
2018,2,2,0.2023512835
2018,2,3,1.765417294575
2018,2,4,0.684353381525
2018,2,5,0.6188084288
2018,2,6,1.342189518775
2018,2,7,1.67020390315
2018,2,8,1.09651620995
2018,2,9,2.752103730825
2018,2,10,0.637564033525
2018,2,11,0.722729231875
2018,2,12,1.43532162905
2018,2,13,3.4749241744
2018,2,14,1.833893900625
2018,2,15,3.18848474055
2018,2,16,0.9268768325
2018,2,17,3.938690200075
2018,2,18,1.06573055965
2018,2,19,3.84346327555
2018,2,20,0.9508845161
2018,2,21,0.8250546665
2018,2,22,3.718716852175
2018,2,23,4.00794411805
2018,2,24,3.057902911175
2018,2,25,2.1162873248
2018,2,26,1.7196879141
2018,2,27,4.65648450075
2018,2,28,4.150864593525
2018,3,1,0.77092721025
2018,3,2,4.01928163105
2018,3,3,2.7812371806250002
2018,3,4,1.45092731355
2018,3,5,1.8184059846
2018,3,6,1.73295417085
2018,3,7,2.98424746075
2018,3,8,0.92205324355
2018,3,9,0.536227917925
2018,3,10,0.930306827425
2018,3,11,2.16663218525
2018,3,12,2.24895799575
2018,3,13,1.0417318739249999
2018,3,14,2.210535194625
2018,3,15,4.1675849099
2018,3,16,3.621421680925
2018,3,17,3.157413960825
2018,3,18,5.872306638425
2018,3,19,5.996987919125
2018,3,20,3.987390667725
2018,3,21,4.33720644855
2018,3,22,0.656715529675
2018,3,23,2.4447658944
2018,3,24,2.117922129725
2018,3,25,3.5389701281
2018,3,26,6.5280359165
2018,3,27,6.622464512525
2018,3,28,1.667851481
2018,3,29,5.182653411325
2018,3,30,0.45028414505000003
2018,3,31,6.0282400792
2018,4,1,1.05544387145
2018,4,2,5.33553540625
2018,4,3,5.614159378025
2018,4,4,0.623829125375
2018,4,5,6.275566280875
2018,4,6,7.13433319285
2018,4,7,2.032224123475
2018,4,8,2.063465045075
2018,4,9,6.843172895325
2018,4,10,7.321845080925
2018,4,11,7.472543553575
2018,4,12,7.27365372125
2018,4,13,2.9496520972
2018,4,14,1.83737276055
2018,4,15,5.909525256975
2018,4,16,3.6748578372
2018,4,17,1.009012960225
2018,4,18,4.71890337675
2018,4,19,3.227047238825
2018,4,20,4.52148834045
2018,4,21,6.24798903675
2018,4,22,7.63897785345
2018,4,23,7.981288591425
2018,4,24,7.818505500175
2018,4,25,5.572252602
2018,4,26,1.055429480475
2018,4,27,7.02694234775
2018,4,28,2.3959637405
2018,4,29,2.544056709175
2018,4,30,0.913311400125
2018,5,1,3.3779740945
2018,5,2,6.186453498
2018,5,3,2.72523526115
2018,5,4,3.1298710258
2018,5,5,7.47533556115
2018,5,6,5.7615709894
2018,5,7,6.450723042725
2018,5,8,8.2952581617
2018,5,9,6.47784965675
2018,5,10,2.893847009025
2018,5,11,7.450905404225
2018,5,12,8.1911852385
2018,5,13,8.2651176267
2018,5,14,7.99447601285
2018,5,15,5.10108034075
2018,5,16,8.5669320309
2018,5,17,3.460317434425
2018,5,18,9.021000418
2018,5,19,8.061215000725
2018,5,20,0.77726475825
2018,5,21,8.50501686845
2018,5,22,8.12799225445
2018,5,23,6.396560388225
2018,5,24,7.873820930475
2018,5,25,1.573265902525
2018,5,26,3.190592180525
2018,5,27,8.9983659524
2018,5,28,7.38556659895
2018,5,29,4.688775546275
2018,5,30,9.0802994195
2018,5,31,8.93783473875
2018,6,1,7.56635997195
2018,6,2,2.153351644925
2018,6,3,6.931063988975
2018,6,4,8.181999860774999
2018,6,5,3.1812023792
2018,6,6,3.462977508825
2018,6,7,7.25277705295
2018,6,8,3.611597893225
2018,6,9,5.98178334185
2018,6,10,4.850708937175
2018,6,11,6.1671109226
2018,6,12,8.404060433625
2018,6,13,4.4356429957
2018,6,14,1.514078532125
2018,6,15,8.950341350375
2018,6,16,5.28685481175
2018,6,17,8.4711016495
2018,6,18,1.484740418275
2018,6,19,6.05451298015
2018,6,20,9.1654357501
2018,6,21,8.1874396226
2018,6,22,9.34532047145
2018,6,23,6.283758158425
2018,6,24,4.517083257125
2018,6,25,1.40943214795
2018,6,26,7.7957828478
2018,6,27,9.060226891875
2018,6,28,3.14575904895
2018,6,29,3.814170058975
2018,6,30,8.372420268575
2018,7,1,6.693704074825
2018,7,2,7.422653882475
2018,7,3,6.652935174625
2018,7,4,7.666205065325
2018,7,5,8.28157644395
2018,7,6,0.79783425965
2018,7,7,9.21600714495
2018,7,8,8.4197443954
2018,7,9,8.75262931725
2018,7,10,8.054948589
2018,7,11,5.2551796185
2018,7,12,7.4708719374
2018,7,13,7.39024965025
2018,7,14,6.3711258361
2018,7,15,5.2734761993
2018,7,16,7.4910717893
2018,7,17,6.750282903725
2018,7,18,2.38787228375
2018,7,19,8.63451763365
2018,7,20,8.5962051951
2018,7,21,3.0791818055749998
2018,7,22,4.214144038825
2018,7,23,6.7605287345
2018,7,24,6.9556357675
2018,7,25,7.519272858825
2018,7,26,2.788483300425
2018,7,27,3.736810606975
2018,7,28,6.0598457728
2018,7,29,3.753707929975
2018,7,30,7.39950985455
2018,7,31,7.68805631775
2018,8,1,7.694607982925
2018,8,2,2.081757850275
2018,8,3,6.991633798725
2018,8,4,5.933355384975
2018,8,5,3.728912074825
2018,8,6,7.2901656559
2018,8,7,7.200413308975
2018,8,8,5.3252902508
2018,8,9,2.17044658535
2018,8,10,5.59351128265
2018,8,11,7.69673105435
2018,8,12,6.43920075395
2018,8,13,7.223956567075
2018,8,14,3.2844947165
2018,8,15,4.4182574957
2018,8,16,4.397499120125
2018,8,17,7.153337835625
2018,8,18,0.7395518308
2018,8,19,5.51817218825
2018,8,20,6.4074710467
2018,8,21,7.26912971295
2018,8,22,3.090100195175
2018,8,23,6.249447266075
2018,8,24,5.7363896375
2018,8,25,5.8227480929999995
2018,8,26,6.269635319
2018,8,27,4.193449218475
2018,8,28,5.61315002975
2018,8,29,6.646574818825
2018,8,30,2.816252002375
2018,8,31,5.527040895125
2018,9,1,6.532408446
2018,9,2,5.8689346415
2018,9,3,3.138663150975
2018,9,4,3.9497101549
2018,9,5,6.141788075
2018,9,6,1.791772700775
2018,9,7,6.19864564425
2018,9,8,6.1579129228000005
2018,9,9,5.4841695205
2018,9,10,6.1331491797
2018,9,11,0.7026542322
2018,9,12,2.5692479439750002
2018,9,13,4.706358496725
2018,9,14,5.917458442475
2018,9,15,5.975099347475
2018,9,16,3.1982397917
2018,9,17,4.370358809325
2018,9,18,2.56795341225
2018,9,19,2.58722548695
2018,9,20,3.127215799475
2018,9,21,4.11542033415
2018,9,22,3.915547838875
2018,9,23,5.745901276375
2018,9,24,5.91673759025
2018,9,25,4.6963158181999995
2018,9,26,1.646312292
2018,9,27,3.268604247825
2018,9,28,0.78364186155
2018,9,29,2.7766448913
2018,9,30,5.167331428775
2018,10,1,2.9501333273
2018,10,2,1.6116016014
2018,10,3,0.628447582175
2018,10,4,1.409668149225
2018,10,5,4.88499739625
2018,10,6,4.74466349215
2018,10,7,0.912635836475
2018,10,8,2.81356347185
2018,10,9,0.448529768575
2018,10,10,0.460219185725
2018,10,11,0.508064412
2018,10,12,0.660477301075
2018,10,13,1.364728841775
2018,10,14,3.72555209005
2018,10,15,3.58133864395
2018,10,16,0.284632490825
2018,10,17,0.9775578869
2018,10,18,1.770384472025
2018,10,19,3.61786827585
2018,10,20,0.926693271
2018,10,21,3.6223979547000003
2018,10,22,2.7936589554499998
2018,10,23,3.038928338075
2018,10,24,2.629567930975
2018,10,25,1.239241293125
2018,10,26,3.4781967145
2018,10,27,1.341820798425
2018,10,28,1.03623192695
2018,10,29,2.060267043225
2018,10,30,1.2599179228
2018,10,31,1.52622775355
2018,11,1,0.46810645615
2018,11,2,0.2133177986
2018,11,3,0.45356683600000003
2018,11,4,2.399960019825
2018,11,5,1.116516181875
2018,11,6,0.6384010556
2018,11,7,1.86663502675
2018,11,8,1.978937031225
2018,11,9,2.8277881428
2018,11,10,0.208033932
2018,11,11,2.389937453175
2018,11,12,2.77044395105
2018,11,13,0.554134205325
2018,11,14,1.4212685189
2018,11,15,2.5887930576250002
2018,11,16,0.341022707125
2018,11,17,1.417437272625
2018,11,18,2.480865390375
2018,11,19,0.556878844525
2018,11,20,0.576351237125
2018,11,21,0.8112910895500001
2018,11,22,0.882802830875
2018,11,23,2.1423128636
2018,11,24,1.85685485285
2018,11,25,0.357385167725
2018,11,26,1.213320073075
2018,11,27,0.27644991175
2018,11,28,0.61787436525
2018,11,29,0.0
2018,11,30,0.930080379825
2018,12,1,0.78844910115
2018,12,2,0.675803257825
2018,12,3,1.695428154225
2018,12,4,0.441225986925
2018,12,5,1.857013870425
2018,12,6,1.00811792775
2018,12,7,1.028857858175
2018,12,8,0.5805897843
2018,12,9,0.618775000125
2018,12,10,0.4122063588
2018,12,11,0.29011036135
2018,12,12,0.858127416125
2018,12,13,2.00170678375
2018,12,14,0.63192074095
2018,12,15,0.681892285525
2018,12,16,1.831971392425
2018,12,17,0.210037078925
2018,12,18,0.48374626935
2018,12,19,1.9263377415
2018,12,20,1.49157075565
2018,12,21,0.39783101525
2018,12,22,0.458577915775
2018,12,23,1.768857012225
2018,12,24,1.10445167895
2018,12,25,1.15037535265
2018,12,26,1.97341141445
2018,12,27,2.0201901752249998
2018,12,28,0.38070740945
2018,12,29,0.589050871175
2018,12,30,1.3124543725
2018,12,31,1.3824555523
2019,1,1,0.280772486575
2019,1,2,2.091684156775
2019,1,3,0.851613988125
2019,1,4,1.161272367825
2019,1,5,0.741336359825
2019,1,6,0.0
2019,1,7,1.23056040975
2019,1,8,0.66031501365
2019,1,9,0.25867530775
2019,1,10,0.579650948925
2019,1,11,0.72531358615
2019,1,12,0.93803871975
2019,1,13,2.291035813275
2019,1,14,2.2033674128
2019,1,15,1.991755222825
2019,1,16,1.523095572925
2019,1,17,2.37696274285
2019,1,18,1.608784380675
2019,1,19,2.336198914575
2019,1,20,0.167747501875
2019,1,21,0.7296872173
2019,1,22,1.708007527225
2019,1,23,1.268643033025
2019,1,24,0.427102007325
2019,1,25,2.0721326117
2019,1,26,2.2785685516
2019,1,27,2.586544576975
2019,1,28,1.923074661925
2019,1,29,2.71538905795
2019,1,30,0.265711180725
2019,1,31,1.593664901575
2019,2,1,1.7410469386
2019,2,2,1.9602126561
2019,2,3,3.0455727392
2019,2,4,0.2973798412
2019,2,5,0.627764092
2019,2,6,1.12442775825
2019,2,7,1.58283449305
2019,2,8,0.3501954435
2019,2,9,2.2026173831749998
2019,2,10,3.3949272207
2019,2,11,3.5692038855
2019,2,12,3.365022336225
2019,2,13,0.41704220815
2019,2,14,3.954444163425
2019,2,15,2.21610771945
2019,2,16,0.842943049925
2019,2,17,3.870450178825
2019,2,18,3.042768664675
2019,2,19,4.0933867773
2019,2,20,4.140007292875
2019,2,21,0.745987615625
2019,2,22,3.8774814147
2019,2,23,4.0639248361
2019,2,24,2.88406351625
2019,2,25,1.69529841585
2019,2,26,3.360124852925
2019,2,27,4.48223416475
2019,2,28,4.711851358975
2019,3,1,4.743006687125
2019,3,2,2.556907548475
2019,3,3,4.09442610775
2019,3,4,0.53130613175
2019,3,5,4.789499129625
2019,3,6,4.640210073725
2019,3,7,4.3918190485
2019,3,8,4.732629811425
2019,3,9,5.3220542961
2019,3,10,4.2413294497
2019,3,11,3.6125033545
2019,3,12,3.243419645175
2019,3,13,5.419779501725
2019,3,14,5.4621637195
2019,3,15,1.7228630542
2019,3,16,2.5486729777
2019,3,17,5.815292464625
2019,3,18,5.84892271265
2019,3,19,5.157978669425
2019,3,20,6.1102383576
2019,3,21,5.29399950645
2019,3,22,0.6745216595
2019,3,23,1.77146743775
2019,3,24,6.027983449175
2019,3,25,6.216592075675
2019,3,26,6.5325032105
2019,3,27,6.5091049285
2019,3,28,6.339114370625
2019,3,29,1.769322961225
2019,3,30,2.9856985050750002
2019,3,31,4.922022137875
2019,4,1,2.3849812895999998
2019,4,2,6.81347753925
2019,4,3,0.567663452325
2019,4,4,7.46543027415
2019,4,5,7.1109788985
2019,4,6,1.17650078595
2019,4,7,7.0491489452
2019,4,8,3.479391172075
2019,4,9,3.766875889325
2019,4,10,3.475573962675
2019,4,11,5.718800568
2019,4,12,6.982195043175
2019,4,13,0.77625274955
2019,4,14,6.363514840925
2019,4,15,0.818681698875
2019,4,16,2.414576101975
2019,4,17,5.211068543175
2019,4,18,5.430324700575
2019,4,19,0.443269241725
2019,4,20,0.614980897125
2019,4,21,2.332820696525
2019,4,22,1.7138485842
2019,4,23,1.220314490625
2019,4,24,2.3467464645
2019,4,25,4.186601648325
2019,4,26,6.461702559775
2019,4,27,0.632764086525
2019,4,28,6.5631468333
2019,4,29,5.45054740075
2019,4,30,5.2936026057
2019,5,1,7.8461421345
2019,5,2,7.36731506825
2019,5,3,7.058440243375
2019,5,4,2.42534441195
2019,5,5,7.1139685865
2019,5,6,6.516290395
2019,5,7,6.816424163675
2019,5,8,8.185301444075
2019,5,9,6.39107416725
2019,5,10,2.21573009945
2019,5,11,2.828616193975
2019,5,12,5.286304515075
2019,5,13,5.051542658675
2019,5,14,2.81949168565
2019,5,15,2.666649449225
2019,5,16,2.980524279125
2019,5,17,4.83600840135
2019,5,18,3.319775169625
2019,5,19,5.800059065425
2019,5,20,1.302725802725
2019,5,21,1.43672897745
2019,5,22,3.62305625655
2019,5,23,6.258801998025
2019,5,24,2.57615888
2019,5,25,8.745708100875
2019,5,26,1.0814690215
2019,5,27,1.8969104048
2019,5,28,8.31445240025
2019,5,29,5.234622569325
2019,5,30,4.109831257075
2019,5,31,2.893442486225
2019,6,1,8.15628080535
2019,6,2,2.5133090672
2019,6,3,3.0167395855
2019,6,4,8.9287477869
2019,6,5,4.514401546325
2019,6,6,1.3645981229
2019,6,7,8.63434948575
2019,6,8,8.7891504807
2019,6,9,9.14559766835
2019,6,10,8.2531433975
2019,6,11,6.5634966962
2019,6,12,9.39058421675
2019,6,13,5.745625024625
2019,6,14,5.2666648638249995
2019,6,15,6.68278142295
2019,6,16,6.46860574645
2019,6,17,6.757987051525
2019,6,18,8.6152399361
2019,6,19,7.1753483787
2019,6,20,6.139138116775
2019,6,21,0.73355800595
2019,6,22,4.424456130225
2019,6,23,7.3548069096
2019,6,24,8.2827224214
2019,6,25,9.114889784825
2019,6,26,4.690455669025
2019,6,27,2.049500528825
2019,6,28,2.5601350583
2019,6,29,1.96336659535
2019,6,30,1.758463684625
2019,7,1,2.7131750113
2019,7,2,4.67592111275
2019,7,3,7.71159251745
2019,7,4,8.3739797714
2019,7,5,8.2008405418
2019,7,6,4.385854624775
2019,7,7,9.12629247775
2019,7,8,8.97135584625
2019,7,9,8.3651522449
2019,7,10,7.3001724075
2019,7,11,8.689566033025
2019,7,12,1.88809350355
2019,7,13,5.59299511605
2019,7,14,5.302473057575
2019,7,15,6.48104106225
2019,7,16,8.00409431
2019,7,17,5.100238820875
2019,7,18,8.22923896325
2019,7,19,8.2007304785
2019,7,20,7.51220524125
2019,7,21,2.78133286105
2019,7,22,5.163436776475
2019,7,23,1.971547942375
2019,7,24,4.79491585345
2019,7,25,6.540338613
2019,7,26,8.227148604
2019,7,27,6.97856631875
2019,7,28,7.80131637915
2019,7,29,4.7941791957
2019,7,30,7.383402713175
2019,7,31,6.5587389488
2019,8,1,3.917743978075
2019,8,2,7.8970657253
2019,8,3,7.485017789225
2019,8,4,5.10053887605
2019,8,5,7.9599956518
2019,8,6,7.738643230075
2019,8,7,7.247888705775
2019,8,8,3.2124948972
2019,8,9,5.16815528965
2019,8,10,3.3385181295
2019,8,11,5.1667457799
2019,8,12,6.16950448565
2019,8,13,4.439491041
2019,8,14,7.27226975565
2019,8,15,7.618601831225
2019,8,16,6.25826133025
2019,8,17,4.916933653125
2019,8,18,3.503126251225
2019,8,19,2.554995839475
2019,8,20,4.71310775175
2019,8,21,6.2544243457499995
2019,8,22,1.725563198325
2019,8,23,5.0666171494
2019,8,24,4.742760978125
2019,8,25,7.208424223
2019,8,26,2.0009490587
2019,8,27,3.791709073625
2019,8,28,6.93861466985
2019,8,29,0.777849604825
2019,8,30,5.11750393475
2019,8,31,6.81530295295
2019,9,1,6.9823553724
2019,9,2,3.857517732475
2019,9,3,3.14690875195
2019,9,4,5.07187134525
2019,9,5,6.609361230525
2019,9,6,5.96262736025
2019,9,7,0.29361677565
2019,9,12,2.961246182575
2019,9,13,4.62293867905
2019,9,14,4.7880245623999995
2019,9,15,3.37224883205
2019,9,16,3.7209149065
2019,9,17,1.99826138025
2019,9,18,3.8819874852500003
2019,9,19,5.881691493125
2019,9,20,5.63486053425
2019,9,21,5.7408792445
2019,9,22,5.21673881265
